Table: Adiabatic compressibility [G]
Temperature {K} 	Pressure {kPa} 	Adiabatic compressibility {1/kPa} 	Uncertainty {1/kPa} 
342	5800	0.0001373	1.0e-6
342	6000	0.0001325	1.0e-6
342	6200	0.0001279	1.1e-6
342	6400	0.0001236	1.1e-6
342	6600	0.0001195	1.1e-6
342	6800	0.0001156	1.1e-6
342	7000	0.0001119	1.1e-6
342	7200	0.0001083	1.2e-6
342	7400	0.0001049	1.2e-6
342	7600	0.0001016	1.2e-6
342	7800	9.84e-5	1.2e-6
342	8000	9.53e-5	1.2e-6
342	8200	9.23e-5	1.3e-6
342	8400	8.94e-5	1.3e-6
342	8600	8.65e-5	1.4e-6
342	8800	8.37e-5	1.4e-6
342	9000	8.09e-5	1.5e-6
342	9200	7.82e-5	1.5e-6
342	9400	7.54e-5	1.6e-6
342	9600	7.27e-5	1.7e-6
342	9800	7.00e-5	1.7e-6
342	10000	6.74e-5	1.8e-6
343	200	0.00397766	7e-7
343	400	0.00199084	6.9e-7
343	600	0.00132852	6.7e-7
343	800	0.00099731	6.6e-7
343	1000	0.00079856	6.5e-7
343	1200	0.00066602	6.4e-7
343	1400	0.00057133	6.4e-7
343	1600	0.00050028	6.3e-7
343	1800	0.00044500	6.3e-7
343	2000	0.00040075	6.4e-7
343	2200	0.00036452	6.4e-7
343	2400	0.00033431	6.5e-7
343	2600	0.00030873	6.6e-7
343	2800	0.00028678	6.7e-7
343	3000	0.00026774	6.9e-7
343	3200	0.00025105	7.1e-7
343	3400	0.00023631	7.2e-7
343	3600	0.00022319	7.4e-7
343	3800	0.00021142	7.7e-7
343	4000	0.00020081	7.9e-7
343	4200	0.00019119	8.1e-7
343	4400	0.00018241	8.4e-7
343	4600	0.00017438	8.6e-7
343	4800	0.00016699	8.9e-7
343	5000	0.00016017	9.1e-7
343	5200	0.00015384	9.4e-7
343	5400	0.00014795	9.6e-7
343	5600	0.00014245	9.8e-7
343	5800	0.0001373	1.0e-6
343	6000	0.0001325	1.0e-6
343	6200	0.0001279	1.0e-6
343	6400	0.0001236	1.1e-6
343	6600	0.0001195	1.1e-6
343	6800	0.0001156	1.1e-6
343	7000	0.0001119	1.1e-6
343	7200	0.0001084	1.1e-6
343	7400	0.0001049	1.2e-6
343	7600	0.0001017	1.2e-6
343	7800	9.85e-5	1.2e-6
343	8000	9.54e-5	1.2e-6
343	8200	9.24e-5	1.2e-6
343	8400	8.95e-5	1.3e-6
343	8600	8.67e-5	1.3e-6
343	8800	8.39e-5	1.4e-6
343	9000	8.12e-5	1.4e-6
343	9200	7.85e-5	1.5e-6
343	9400	7.58e-5	1.5e-6
343	9600	7.31e-5	1.6e-6
343	9800	7.05e-5	1.7e-6
343	10000	6.79e-5	1.7e-6
344	200	0.00397861	7e-7
344	400	0.00199129	6.9e-7
344	600	0.00132879	6.7e-7
344	800	0.00099750	6.6e-7
344	1000	0.00079870	6.5e-7
344	1200	0.00066613	6.4e-7
344	1400	0.00057141	6.3e-7
344	1600	0.00050034	6.3e-7
344	1800	0.00044505	6.3e-7
344	2000	0.00040079	6.3e-7
344	2200	0.00036455	6.4e-7
344	2400	0.00033434	6.5e-7
344	2600	0.00030875	6.6e-7
344	2800	0.00028679	6.7e-7
344	3000	0.00026774	6.8e-7
344	3200	0.00025106	7e-7
344	3400	0.00023631	7.2e-7
344	3600	0.00022318	7.4e-7
344	3800	0.00021142	7.6e-7
344	4000	0.00020080	7.8e-7
344	4200	0.00019118	8.1e-7
344	4400	0.00018241	8.3e-7
344	4600	0.00017437	8.5e-7
344	4800	0.00016698	8.8e-7
344	5000	0.00016016	9e-7
344	5200	0.00015383	9.3e-7
344	5400	0.00014795	9.5e-7
344	5600	0.00014245	9.7e-7
344	5800	0.00013731	9.9e-7
344	6000	0.0001325	1.0e-6
344	6200	0.0001279	1.0e-6
344	6400	0.0001236	1.1e-6
344	6600	0.0001195	1.1e-6
344	6800	0.0001156	1.1e-6
344	7000	0.0001119	1.1e-6
344	7200	0.0001084	1.1e-6
344	7400	0.0001050	1.1e-6
344	7600	0.0001017	1.2e-6
344	7800	9.86e-5	1.2e-6
344	8000	9.55e-5	1.2e-6
344	8200	9.26e-5	1.2e-6
344	8400	8.97e-5	1.2e-6
344	8600	8.69e-5	1.3e-6
344	8800	8.41e-5	1.3e-6
344	9000	8.14e-5	1.4e-6
344	9200	7.88e-5	1.4e-6
344	9400	7.61e-5	1.5e-6
344	9600	7.35e-5	1.5e-6
344	9800	7.09e-5	1.6e-6
344	10000	6.84e-5	1.7e-6
345	200	0.00397957	7e-7
345	400	0.00199173	6.8e-7
345	600	0.00132907	6.7e-7
345	800	0.00099769	6.6e-7
345	1000	0.00079884	6.5e-7
345	1200	0.00066623	6.4e-7
345	1400	0.00057149	6.3e-7
345	1600	0.00050041	6.3e-7
345	1800	0.00044510	6.3e-7
345	2000	0.00040082	6.3e-7
345	2200	0.00036458	6.4e-7
345	2400	0.00033436	6.4e-7
345	2600	0.00030876	6.5e-7
345	2800	0.00028680	6.7e-7
345	3000	0.00026775	6.8e-7
345	3200	0.00025106	7e-7
345	3400	0.00023631	7.1e-7
345	3600	0.00022318	7.3e-7
345	3800	0.00021141	7.5e-7
345	4000	0.00020080	7.8e-7
345	4200	0.00019117	8e-7
345	4400	0.00018240	8.2e-7
345	4600	0.00017436	8.4e-7
345	4800	0.00016698	8.7e-7
345	5000	0.00016015	8.9e-7
345	5200	0.00015383	9.2e-7
345	5400	0.00014795	9.4e-7
345	5600	0.00014245	9.6e-7
345	5800	0.00013731	9.8e-7
345	6000	0.0001325	1.0e-6
345	6200	0.0001279	1.0e-6
345	6400	0.0001236	1.0e-6
345	6600	0.0001196	1.1e-6
345	6800	0.0001157	1.1e-6
345	7000	0.0001120	1.1e-6
345	7200	0.0001085	1.1e-6
345	7400	0.0001051	1.1e-6
345	7600	0.0001018	1.1e-6
345	7800	9.87e-5	1.2e-6
345	8000	9.57e-5	1.2e-6
345	8200	9.27e-5	1.2e-6
345	8400	8.99e-5	1.2e-6
345	8600	8.71e-5	1.2e-6
345	8800	8.43e-5	1.3e-6
345	9000	8.17e-5	1.3e-6
345	9200	7.90e-5	1.4e-6
345	9400	7.64e-5	1.4e-6
345	9600	7.39e-5	1.5e-6
345	9800	7.13e-5	1.5e-6
345	10000	6.88e-5	1.6e-6
346	200	0.00398051	7e-7
346	400	0.00199217	6.8e-7
346	600	0.00132934	6.7e-7
346	800	0.00099788	6.5e-7
346	1000	0.00079897	6.4e-7
346	1200	0.00066634	6.4e-7
346	1400	0.00057157	6.3e-7
346	1600	0.00050047	6.3e-7
346	1800	0.00044515	6.3e-7
346	2000	0.00040086	6.3e-7
346	2200	0.00036461	6.3e-7
346	2400	0.00033438	6.4e-7
346	2600	0.00030878	6.5e-7
346	2800	0.00028681	6.6e-7
346	3000	0.00026776	6.8e-7
346	3200	0.00025106	6.9e-7
346	3400	0.00023631	7.1e-7
346	3600	0.00022318	7.3e-7
346	3800	0.00021141	7.5e-7
346	4000	0.00020079	7.7e-7
346	4200	0.00019117	7.9e-7
346	4400	0.00018239	8.1e-7
346	4600	0.00017436	8.4e-7
346	4800	0.00016697	8.6e-7
346	5000	0.00016015	8.8e-7
346	5200	0.00015383	9.1e-7
346	5400	0.00014794	9.3e-7
346	5600	0.00014246	9.5e-7
346	5800	0.00013732	9.7e-7
346	6000	0.00013249	9.9e-7
346	6200	0.0001279	1.0e-6
346	6400	0.0001236	1.0e-6
346	6600	0.0001196	1.0e-6
346	6800	0.0001157	1.1e-6
346	7000	0.0001120	1.1e-6
346	7200	0.0001085	1.1e-6
346	7400	0.0001051	1.1e-6
346	7600	0.0001019	1.1e-6
346	7800	9.88e-5	1.1e-6
346	8000	9.58e-5	1.2e-6
346	8200	9.28e-5	1.2e-6
346	8400	9.00e-5	1.2e-6
346	8600	8.72e-5	1.2e-6
346	8800	8.45e-5	1.2e-6
346	9000	8.19e-5	1.3e-6
346	9200	7.93e-5	1.3e-6
346	9400	7.67e-5	1.4e-6
346	9600	7.42e-5	1.4e-6
346	9800	7.17e-5	1.5e-6
346	10000	6.92e-5	1.5e-6
347	200	0.00398146	6.9e-7
347	400	0.00199261	6.8e-7
347	600	0.00132961	6.6e-7
347	800	0.00099807	6.5e-7
347	1000	0.00079911	6.4e-7
347	1200	0.00066644	6.3e-7
347	1400	0.00057165	6.3e-7
347	1600	0.00050053	6.2e-7
347	1800	0.00044519	6.2e-7
347	2000	0.00040090	6.3e-7
347	2200	0.00036464	6.3e-7
347	2400	0.00033440	6.4e-7
347	2600	0.00030879	6.5e-7
347	2800	0.00028682	6.6e-7
347	3000	0.00026776	6.7e-7
347	3200	0.00025107	6.9e-7
347	3400	0.00023631	7e-7
347	3600	0.00022318	7.2e-7
347	3800	0.00021140	7.4e-7
347	4000	0.00020079	7.6e-7
347	4200	0.00019116	7.8e-7
347	4400	0.00018239	8.1e-7
347	4600	0.00017435	8.3e-7
347	4800	0.00016696	8.5e-7
347	5000	0.00016014	8.7e-7
347	5200	0.00015382	9e-7
347	5400	0.00014794	9.2e-7
347	5600	0.00014246	9.4e-7
347	5800	0.00013732	9.6e-7
347	6000	0.00013250	9.8e-7
347	6200	0.00012796	1.00e-6
347	6400	0.0001237	1.0e-6
347	6600	0.0001196	1.0e-6
347	6800	0.0001157	1.0e-6
347	7000	0.0001121	1.1e-6
347	7200	0.0001086	1.1e-6
347	7400	0.0001052	1.1e-6
347	7600	0.0001020	1.1e-6
347	7800	9.89e-5	1.1e-6
347	8000	9.58e-5	1.1e-6
347	8200	9.29e-5	1.2e-6
347	8400	9.01e-5	1.2e-6
347	8600	8.74e-5	1.2e-6
347	8800	8.47e-5	1.2e-6
347	9000	8.21e-5	1.2e-6
347	9200	7.95e-5	1.3e-6
347	9400	7.70e-5	1.3e-6
347	9600	7.45e-5	1.4e-6
347	9800	7.20e-5	1.4e-6
347	10000	6.96e-5	1.5e-6
348	200	0.00398240	6.9e-7
348	400	0.00199305	6.7e-7
348	600	0.00132989	6.6e-7
348	800	0.00099826	6.5e-7
348	1000	0.00079925	6.4e-7
348	1200	0.00066655	6.3e-7
348	1400	0.00057173	6.3e-7
348	1600	0.00050060	6.2e-7
348	1800	0.00044524	6.2e-7
348	2000	0.00040094	6.2e-7
348	2200	0.00036467	6.3e-7
348	2400	0.00033442	6.3e-7
348	2600	0.00030881	6.4e-7
348	2800	0.00028684	6.5e-7
348	3000	0.00026777	6.7e-7
348	3200	0.00025107	6.8e-7
348	3400	0.00023631	7e-7
348	3600	0.00022318	7.2e-7
348	3800	0.00021140	7.4e-7
348	4000	0.00020078	7.6e-7
348	4200	0.00019115	7.8e-7
348	4400	0.00018238	8e-7
348	4600	0.00017435	8.2e-7
348	4800	0.00016696	8.4e-7
348	5000	0.00016014	8.6e-7
348	5200	0.00015382	8.9e-7
348	5400	0.00014794	9.1e-7
348	5600	0.00014246	9.3e-7
348	5800	0.00013732	9.5e-7
348	6000	0.00013251	9.7e-7
348	6200	0.00012797	9.9e-7
348	6400	0.0001237	1.0e-6
348	6600	0.0001196	1.0e-6
348	6800	0.0001158	1.0e-6
348	7000	0.0001121	1.1e-6
348	7200	0.0001086	1.1e-6
348	7400	0.0001052	1.1e-6
348	7600	0.0001020	1.1e-6
348	7800	9.89e-5	1.1e-6
348	8000	9.59e-5	1.1e-6
348	8200	9.31e-5	1.1e-6
348	8400	9.02e-5	1.1e-6
348	8600	8.75e-5	1.2e-6
348	8800	8.49e-5	1.2e-6
348	9000	8.23e-5	1.2e-6
348	9200	7.97e-5	1.2e-6
348	9400	7.72e-5	1.3e-6
348	9600	7.48e-5	1.3e-6
348	9800	7.23e-5	1.4e-6
348	10000	6.99e-5	1.4e-6
349	200	0.00398333	6.9e-7
349	400	0.00199349	6.7e-7
349	600	0.00133016	6.6e-7
349	800	0.00099845	6.5e-7
349	1000	0.00079939	6.4e-7
349	1200	0.00066665	6.3e-7
349	1400	0.00057182	6.2e-7
349	1600	0.00050066	6.2e-7
349	1800	0.00044530	6.2e-7
349	2000	0.00040098	6.2e-7
349	2200	0.00036470	6.2e-7
349	2400	0.00033445	6.3e-7
349	2600	0.00030883	6.4e-7
349	2800	0.00028685	6.5e-7
349	3000	0.00026778	6.6e-7
349	3200	0.00025107	6.8e-7
349	3400	0.00023631	6.9e-7
349	3600	0.00022318	7.1e-7
349	3800	0.00021140	7.3e-7
349	4000	0.00020078	7.5e-7
349	4200	0.00019115	7.7e-7
349	4400	0.00018237	7.9e-7
349	4600	0.00017434	8.1e-7
349	4800	0.00016695	8.3e-7
349	5000	0.00016013	8.6e-7
349	5200	0.00015382	8.8e-7
349	5400	0.00014794	9e-7
349	5600	0.00014246	9.2e-7
349	5800	0.00013733	9.4e-7
349	6000	0.00013251	9.6e-7
349	6200	0.00012798	9.8e-7
349	6400	0.00012370	9.9e-7
349	6600	0.0001196	1.0e-6
349	6800	0.0001158	1.0e-6
349	7000	0.0001121	1.0e-6
349	7200	0.0001086	1.1e-6
349	7400	0.0001053	1.1e-6
349	7600	0.0001021	1.1e-6
349	7800	9.90e-5	1.1e-6
349	8000	9.60e-5	1.1e-6
349	8200	9.32e-5	1.1e-6
349	8400	9.04e-5	1.1e-6
349	8600	8.77e-5	1.1e-6
349	8800	8.50e-5	1.2e-6
349	9000	8.24e-5	1.2e-6
349	9200	7.99e-5	1.2e-6
349	9400	7.75e-5	1.2e-6
349	9600	7.50e-5	1.3e-6
349	9800	7.26e-5	1.3e-6
349	10000	7.03e-5	1.4e-6
350	200	0.00398426	6.8e-7
350	400	0.00199393	6.7e-7
350	600	0.00133043	6.6e-7
350	800	0.00099864	6.4e-7
350	1000	0.00079953	6.3e-7
350	1200	0.00066676	6.3e-7
350	1400	0.00057190	6.2e-7
350	1600	0.00050072	6.2e-7
350	1800	0.00044535	6.2e-7
350	2000	0.00040102	6.2e-7
350	2200	0.00036473	6.2e-7
350	2400	0.00033447	6.3e-7
350	2600	0.00030884	6.4e-7
350	2800	0.00028686	6.5e-7
350	3000	0.00026779	6.6e-7
350	3200	0.00025108	6.7e-7
350	3400	0.00023632	6.9e-7
350	3600	0.00022318	7.1e-7
350	3800	0.00021140	7.3e-7
350	4000	0.00020078	7.4e-7
350	4200	0.00019115	7.6e-7
350	4400	0.00018237	7.8e-7
350	4600	0.00017434	8.1e-7
350	4800	0.00016695	8.3e-7
350	5000	0.00016013	8.5e-7
350	5200	0.00015381	8.7e-7
350	5400	0.00014794	8.9e-7
350	5600	0.00014246	9.1e-7
350	5800	0.00013733	9.3e-7
350	6000	0.00013252	9.5e-7
350	6200	0.00012799	9.6e-7
350	6400	0.00012371	9.8e-7
350	6600	0.00011967	1.00e-6
350	6800	0.0001158	1.0e-6
350	7000	0.0001122	1.0e-6
350	7200	0.0001087	1.0e-6
350	7400	0.0001053	1.0e-6
350	7600	0.0001021	1.1e-6
350	7800	9.91e-5	1.1e-6
350	8000	9.61e-5	1.1e-6
350	8200	9.33e-5	1.1e-6
350	8400	9.05e-5	1.1e-6
350	8600	8.78e-5	1.1e-6
350	8800	8.52e-5	1.1e-6
350	9000	8.26e-5	1.2e-6
350	9200	8.01e-5	1.2e-6
350	9400	7.77e-5	1.2e-6
350	9600	7.53e-5	1.2e-6
350	9800	7.29e-5	1.3e-6
350	10000	7.06e-5	1.3e-6
